央视频道,#genre#
吉林延边汉语综合,http://4eae7f.tv.netsite.cc/proxy/461796199/461796199.m3u8
吉林延边朝鲜语综合,http://4eae7f.tv.netsite.cc/proxy/127471106/127471106.m3u8
河北卫视,http://4eae7f.tv.netsite.cc/proxy/1385861493/1385861493.m3u8
河北经济生活,http://4eae7f.tv.netsite.cc/proxy/839342764/839342764.m3u8
河北农民频道,http://4eae7f.tv.netsite.cc/proxy/1382120425/1382120425.m3u8
河北都市,http://4eae7f.tv.netsite.cc/proxy/1382613512/1382613512.m3u8
河北影视剧,http://4eae7f.tv.netsite.cc/proxy/105462334/105462334.m3u8
河北少儿科教,http://4eae7f.tv.netsite.cc/proxy/177438581/177438581.m3u8
河北公共,http://4eae7f.tv.netsite.cc/proxy/1380350629/1380350629.m3u8
河北三佳购物,http://4eae7f.tv.netsite.cc/proxy/1490274429/1490274429.m3u8
甘肃卫视,http://4eae7f.tv.netsite.cc/proxy/1209404373/1209404373.m3u8
甘肃经济频道,http://4eae7f.tv.netsite.cc/proxy/1373372389/1373372389.m3u8
甘肃文化影视,http://4eae7f.tv.netsite.cc/proxy/1573084994/1573084994.m3u8
甘肃公共应急,http://4eae7f.tv.netsite.cc/proxy/1726841360/1726841360.m3u8
甘肃少儿频道,http://4eae7f.tv.netsite.cc/proxy/1645236406/1645236406.m3u8
甘肃都市频道,http://4eae7f.tv.netsite.cc/proxy/1238488351/1238488351.m3u8
河南都市频道,http://4eae7f.tv.netsite.cc/proxy/1492902938/1492902938.m3u8
河南民生频道,http://4eae7f.tv.netsite.cc/proxy/1346087362/1346087362.m3u8
河南法制频道,http://4eae7f.tv.netsite.cc/proxy/1472420660/1472420660.m3u8
河南电视剧频道,http://4eae7f.tv.netsite.cc/proxy/493614280/493614280.m3u8
河南新闻频道,http://4eae7f.tv.netsite.cc/proxy/1692770748/1692770748.m3u8
河南欢腾购物频道,http://4eae7f.tv.netsite.cc/proxy/933026680/933026680.m3u8
河南公共频道,http://4eae7f.tv.netsite.cc/proxy/1779518772/1779518772.m3u8
河南乡村频道,http://4eae7f.tv.netsite.cc/proxy/1890775902/1890775902.m3u8
河南武术世界,http://4eae7f.tv.netsite.cc/proxy/503866921/503866921.m3u8
河南晴彩中原频道,http://4eae7f.tv.netsite.cc/proxy/437233355/437233355.m3u8
河南梨园频道,http://4eae7f.tv.netsite.cc/proxy/1836590379/1836590379.m3u8
河南移动戏曲频道,http://4eae7f.tv.netsite.cc/proxy/606632094/606632094.m3u8
河南文物宝库频道,http://4eae7f.tv.netsite.cc/proxy/908742171/908742171.m3u8
河南洛阳新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/95478034/95478034.m3u8
快乐购,http://4eae7f.tv.netsite.cc/proxy/970312636/970312636.m3u8
国际频道,http://4eae7f.tv.netsite.cc/proxy/1627651873/1627651873.m3u8
茶频道,http://4eae7f.tv.netsite.cc/proxy/1322311734/1322311734.m3u8
快乐垂钓,http://4eae7f.tv.netsite.cc/proxy/316113716/316113716.m3u8
先锋乒羽,http://4eae7f.tv.netsite.cc/proxy/1789306185/1789306185.m3u8
长沙新闻综合,http://4eae7f.tv.netsite.cc/proxy/1524274658/1524274658.m3u8
长沙政法频道,http://4eae7f.tv.netsite.cc/proxy/298063278/298063278.m3u8
长沙女性频道,http://4eae7f.tv.netsite.cc/proxy/1812024686/1812024686.m3u8
常德新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1299968106/1299968106.m3u8
无锡新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1808503557/1808503557.m3u8
无锡都市资讯频道,http://4eae7f.tv.netsite.cc/proxy/1260824748/1260824748.m3u8
无锡娱乐频道,http://4eae7f.tv.netsite.cc/proxy/461270403/461270403.m3u8
无锡经济频道,http://4eae7f.tv.netsite.cc/proxy/326472624/326472624.m3u8
无锡生活频道,http://4eae7f.tv.netsite.cc/proxy/995802232/995802232.m3u8
常州新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1762429386/1762429386.m3u8
常州生活频道,http://4eae7f.tv.netsite.cc/proxy/692207623/692207623.m3u8
常州公共频道,http://4eae7f.tv.netsite.cc/proxy/1874518057/1874518057.m3u8
连云港新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1249456251/1249456251.m3u8
连云港公共频道,http://4eae7f.tv.netsite.cc/proxy/1479045862/1479045862.m3u8
连云港公共频道,http://4eae7f.tv.netsite.cc/proxy/1479045862/1479045862.m3u8
沛县新闻综合,http://4eae7f.tv.netsite.cc/proxy/2058383266/2058383266.m3u8
睢宁综合频道,http://4eae7f.tv.netsite.cc/proxy/791997735/791997735.m3u8
睢宁生活教育频道,http://4eae7f.tv.netsite.cc/proxy/932971465/932971465.m3u8
睢宁三农频道,http://4eae7f.tv.netsite.cc/proxy/1048559039/1048559039.m3u8
睢宁资讯频道,http://4eae7f.tv.netsite.cc/proxy/1315038794/1315038794.m3u8
海安新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1714707715/1714707715.m3u8
泗洪新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/39753847/39753847.m3u8
沭阳综合频道,http://4eae7f.tv.netsite.cc/proxy/1424907816/1424907816.m3u8
泗阳综合频道,http://4eae7f.tv.netsite.cc/proxy/642523244/642523244.m3u8
泗阳综合频道,http://4eae7f.tv.netsite.cc/proxy/642523244/642523244.m3u8
泗阳资讯频道,http://4eae7f.tv.netsite.cc/proxy/1545407523/1545407523.m3u8
涟水电视台综合频道,http://4eae7f.tv.netsite.cc/proxy/1977735434/1977735434.m3u8
高邮一套新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/145384285/145384285.m3u8
镇江新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1052067340/1052067340.m3u8
镇江二套社会民生频道,http://4eae7f.tv.netsite.cc/proxy/1259661680/1259661680.m3u8
四川观察,http://4eae7f.tv.netsite.cc/proxy/2061240764/2061240764.m3u8
直播中国,#genre#
北京国际雕塑公园,http://4eae7f.tv.netsite.cc/proxy/1070308851/1070308851.m3u8
北京密云司马台长城,http://4eae7f.tv.netsite.cc/proxy/771753543/771753543.m3u8
北京昌平居庸关长城,http://4eae7f.tv.netsite.cc/proxy/1214950026/1214950026.m3u8
北京鸟巢和水立方,http://4eae7f.tv.netsite.cc/proxy/2139720500/2139720500.m3u8
北京密云古北水镇,http://4eae7f.tv.netsite.cc/proxy/698677872/698677872.m3u8
北京怀柔黄花城水长城,http://4eae7f.tv.netsite.cc/proxy/1266694830/1266694830.m3u8
湖南张家界武陵源景区,http://4eae7f.tv.netsite.cc/proxy/762554012/762554012.m3u8
湖南长沙果园镇田汉文化园,http://4eae7f.tv.netsite.cc/proxy/1933462135/1933462135.m3u8
湖南张家界天门山景区,http://4eae7f.tv.netsite.cc/proxy/1114678886/1114678886.m3u8
湖南湘西凤凰古城,http://4eae7f.tv.netsite.cc/proxy/1244287653/1244287653.m3u8
湖南张家界大峡谷景区,http://4eae7f.tv.netsite.cc/proxy/848407143/848407143.m3u8
湖南邵阳崀山风景名胜区,http://4eae7f.tv.netsite.cc/proxy/2086847518/2086847518.m3u8
湖南沙洲瑶族村,http://4eae7f.tv.netsite.cc/proxy/1641373861/1641373861.m3u8
江苏南京永宁张圩花海,http://4eae7f.tv.netsite.cc/proxy/25264739/25264739.m3u8
江苏徐州之夜,http://4eae7f.tv.netsite.cc/proxy/391073776/391073776.m3u8
江苏无锡惠山二茅峰望锡城,http://4eae7f.tv.netsite.cc/proxy/1877891602/1877891602.m3u8
江苏南京长江大桥,http://4eae7f.tv.netsite.cc/proxy/1764141811/1764141811.m3u8
江苏南京玄武湖,http://4eae7f.tv.netsite.cc/proxy/1985889373/1985889373.m3u8
南京南站,http://4eae7f.tv.netsite.cc/proxy/2072143452/2072143452.m3u8
南京紫金山,http://4eae7f.tv.netsite.cc/proxy/177566095/177566095.m3u8
南京情侣园,http://4eae7f.tv.netsite.cc/proxy/185079179/185079179.m3u8
南京长江大桥,http://4eae7f.tv.netsite.cc/proxy/1033254824/1033254824.m3u8
南京栖霞山,http://4eae7f.tv.netsite.cc/proxy/182710545/182710545.m3u8
南京鼓楼广场,http://4eae7f.tv.netsite.cc/proxy/960879458/960879458.m3u8
南京新街口,http://4eae7f.tv.netsite.cc/proxy/183420062/183420062.m3u8
南京紫峰眺望,http://4eae7f.tv.netsite.cc/proxy/1222351744/1222351744.m3u8
南京白鹭洲公园,http://4eae7f.tv.netsite.cc/proxy/320590871/320590871.m3u8
南京北极阁,http://4eae7f.tv.netsite.cc/proxy/188239043/188239043.m3u8
南京三汊河,http://4eae7f.tv.netsite.cc/proxy/189455176/189455176.m3u8
南京矿坑公园,http://4eae7f.tv.netsite.cc/proxy/1263482067/1263482067.m3u8
南京百家湖,http://4eae7f.tv.netsite.cc/proxy/179633244/179633244.m3u8
南京眼,http://4eae7f.tv.netsite.cc/proxy/1734263806/1734263806.m3u8
南京五马渡,http://4eae7f.tv.netsite.cc/proxy/188955121/188955121.m3u8
浙江台州三门核电站,http://4eae7f.tv.netsite.cc/proxy/1382819378/1382819378.m3u8
浙江舟山嵊泗县中心渔港,http://4eae7f.tv.netsite.cc/proxy/748822183/748822183.m3u8
浙江温州泰顺县廊桥文化园,http://4eae7f.tv.netsite.cc/proxy/1144314894/1144314894.m3u8
浙江舟山东极岛,http://4eae7f.tv.netsite.cc/proxy/1973269961/1973269961.m3u8
浙江杭州千岛湖,http://4eae7f.tv.netsite.cc/proxy/1683811739/1683811739.m3u8
浙江嘉兴乌镇,http://4eae7f.tv.netsite.cc/proxy/463129046/463129046.m3u8
安徽黄山黟县,http://4eae7f.tv.netsite.cc/proxy/1759244982/1759244982.m3u8
上海南浦大桥,http://4eae7f.tv.netsite.cc/proxy/1514561649/1514561649.m3u8
西藏林芝米林岷山彩门民宿,http://4eae7f.tv.netsite.cc/proxy/751076408/751076408.m3u8
西藏林芝岷山错高民宿,http://4eae7f.tv.netsite.cc/proxy/680426319/680426319.m3u8
西藏日喀则珠穆朗玛峰,http://4eae7f.tv.netsite.cc/proxy/209923082/209923082.m3u8
西藏拉萨布达拉宫,http://4eae7f.tv.netsite.cc/proxy/800329695/800329695.m3u8
西藏林芝墨脱县,http://4eae7f.tv.netsite.cc/proxy/476608588/476608588.m3u8
新疆喀什达瓦昆景区,http://4eae7f.tv.netsite.cc/proxy/404107611/404107611.m3u8
新疆伊犁州蝶湖公园,http://4eae7f.tv.netsite.cc/proxy/132379804/132379804.m3u8
新疆昌吉州天山天池风景区,http://4eae7f.tv.netsite.cc/proxy/1482666116/1482666116.m3u8
安徽黄山风景区,http://4eae7f.tv.netsite.cc/proxy/2125074276/2125074276.m3u8
四川邛崃天台山,http://4eae7f.tv.netsite.cc/proxy/690671060/690671060.m3u8
四川甘孜州石渠县,http://4eae7f.tv.netsite.cc/proxy/682530961/682530961.m3u8
四川西昌市邛海景区,http://4eae7f.tv.netsite.cc/proxy/239112006/239112006.m3u8
四川成都东安湖体育公园,http://4eae7f.tv.netsite.cc/proxy/648790008/648790008.m3u8
四川成都安顺廊桥,http://4eae7f.tv.netsite.cc/proxy/1937762418/1937762418.m3u8
四川成都天府熊猫塔,http://4eae7f.tv.netsite.cc/proxy/1936214178/1936214178.m3u8
四川成都春熙路,http://4eae7f.tv.netsite.cc/proxy/614090729/614090729.m3u8
四川阿坝州汶川映秀新城,http://4eae7f.tv.netsite.cc/proxy/369813965/369813965.m3u8
四川阿坝州黄龙五彩池,http://4eae7f.tv.netsite.cc/proxy/411064268/411064268.m3u8
四川乐山市峨眉山风景区,http://4eae7f.tv.netsite.cc/proxy/1575586364/1575586364.m3u8
重庆巫山长江画卷,http://4eae7f.tv.netsite.cc/proxy/923062896/923062896.m3u8
重庆李子坝站,http://4eae7f.tv.netsite.cc/proxy/1077381778/1077381778.m3u8
重庆巫山长江大桥,http://4eae7f.tv.netsite.cc/proxy/1215290450/1215290450.m3u8
斗鱼电影,#genre#
华语电影1,http://allinone.netsite.cc/douyu/122402
华语电影2,http://allinone.netsite.cc/douyu/85894
粤语电影,http://allinone.netsite.cc/douyu/6566671
国内惊悚,http://allinone.netsite.cc/douyu/218859
国外惊悚,http://allinone.netsite.cc/douyu/96577
斗鱼电影1,http://allinone.netsite.cc/douyu/747764
斗鱼电影2,http://allinone.netsite.cc/douyu/6140589
斗鱼电影3,http://allinone.netsite.cc/douyu/36337
斗鱼电影5,http://allinone.netsite.cc/douyu/323876
榜单电影,http://allinone.netsite.cc/douyu/8770422
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
轮播,#genre#
电影_星爷,http://cfss.cc/cdn/hy/11342412.flv
电影_英叔,http://cfss.cc/cdn/hy/11342421.flv
电影_发哥,http://cfss.cc/cdn/hy/11342387.flv
电影_成龙,http://cfss.cc/cdn/hy/11342386.flv
电影_王晶,http://cfss.cc/cdn/hy/11602058.flv
电影_沈腾,http://cfss.cc/cdn/hy/11601968.flv
电影_黄渤,http://cfss.cc/cdn/hy/11352876.flv
电影_强森,http://cfss.cc/cdn/hy/21059581.flv
电影_漫威,http://cfss.cc/cdn/hy/11602034.flv
电影_宇宙,http://cfss.cc/cdn/hy/11342428.flv
电影_怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影_贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影_玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影_谍战,http://cfss.cc/cdn/hy/21059585.flv
电影_战争,http://cfss.cc/cdn/hy/21059592.flv
电影_喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影_港片,http://cfss.cc/cdn/hy/11602043.flv
电影_国产,http://cfss.cc/cdn/hy/11352973.flv
电影_周星星,http://cfss.cc/cdn/hy/11336587.flv
电影_李连杰,http://cfss.cc/cdn/hy/11342390.flv
电影_洪金宝,http://cfss.cc/cdn/hy/11279251.flv
电影_梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影_许冠英,http://cfss.cc/cdn/hy/11601972.flv
电影_刘德华,http://cfss.cc/cdn/hy/11342424.flv
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.flv
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影_功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影_丧尸片,http://cfss.cc/cdn/hy/21059578.flv
电影_灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影_谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影_战争片,http://cfss.cc/cdn/hy/21059574.flv
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影_古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影_嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影_女神系列,http://cfss.cc/cdn/hy/11336571.flv
电影_经典女神,http://cfss.cc/cdn/hy/11352909.flv
电影_经典港片,http://cfss.cc/cdn/hy/11352965.flv
电影_喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影_蘑菇影厅,http://cfss.cc/cdn/hy/11601981.flv
电影_搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影_死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影_变形金刚,http://cfss.cc/cdn/hy/21059596.flv
电影_怪兽系列,http://cfss.cc/cdn/hy/21059554.flv
搞笑_陈翔六点半,http://cfss.cc/cdn/hy/11274154.flv
电视剧,#genre#
读心神探,http://live.iill.top/yy.php?id=1382736875
封神榜,http://live.iill.top/yy.php?id=1353426319
花千骨,http://live.iill.top/yy.php?id=1354943110
红楼梦,http://live.iill.top/yy.php?id=1382745084
回家的诱惑,http://live.iill.top/yy.php?id=1354658048
好先生,http://maomao.kandiantv.cn/douyu1.php?id=9650792
康熙微服私访记,http://live.iill.top/yy.php?id=1352811698
狂飙,http://live.iill.top/yy.php?id=1355142167
鹿鼎记,http://live.iill.top/yy.php?id=28265277
三国演义,http://live.iill.top/yy.php?id=1354930932
少年包青天,http://live.iill.top/yy.php?id=38498680
神雕侠侣,http://live.iill.top/yy.php?id=1351762426
神医喜来乐,http://live.iill.top/yy.php?id=1382714119
神探狄仁杰,http://maomao.kandiantv.cn/douyu1.php?id=3395113
天龙八部,http://live.iill.top/yy.php?id=1351814644
天道,http://live.iill.top/yy.php?id=1382735574
太子妃升职记,http://live.iill.top/yy.php?id=1354932359
小欢喜,http://live.iill.top/yy.php?id=1382737888
仙剑奇侠传,http://live.iill.top/yy.php?id=1382749903
笑傲江湖,http://live.iill.top/yy.php?id=1354930909
新白娘子传奇,http://live.iill.top/yy.php?id=1354930969
寻秦记,http://live.iill.top/yy.php?id=1382851591
倚天屠龙记,http://159.75.85.63:35455/huya/23734246?cdn=txcdn
宰相刘罗锅,http://live.iill.top/yy.php?id=1382745191
知否知否应是绿肥红瘦,http://live.iill.top/yy.php?id=21881901
古装剧,http://maomao.kandiantv.cn/douyu1.php?id=338759
